row_id,order_id,year,Order Date,Ship Date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,Sales,Quantity,Discount,Profit,Profit Margin,Delivery Days
445,CA-2013-115756,2013,2013-09-06,2013-09-08,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227.00,Central,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,242.94,3.00,0.00,29.15,12.00,2.00
446,CA-2013-115756,2013,2013-09-06,2013-09-08,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227.00,Central,OFF-LA-10001317,Office Supplies,Labels,Avery 520,22.05,7.00,0.00,10.58,48.00,2.00
447,CA-2014-154214,2014,2014-03-21,2014-03-26,Second Class,TB-21595,Troy Blackwell,Consumer,United States,Columbus,Indiana,47201.00,Central,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.91,1.00,0.00,1.37,47.00,5.00
448,CA-2013-166674,2013,2013-04-02,2013-04-04,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021.00,East,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,3.00,0.00,15.48,26.00,2.00
449,CA-2013-166674,2013,2013-04-02,2013-04-04,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021.00,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3.00,0.00,9.72,6.00,2.00
450,CA-2013-166674,2013,2013-04-02,2013-04-04,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021.00,East,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,263.88,6.00,0.00,71.25,27.00,2.00
451,CA-2013-166674,2013,2013-04-02,2013-04-04,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021.00,East,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,30.48,3.00,0.00,7.92,26.00,2.00
452,CA-2013-166674,2013,2013-04-02,2013-04-04,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021.00,East,OFF-AR-10004974,Office Supplies,Art,Newell 342,9.84,3.00,0.00,2.85,29.00,2.00
453,CA-2013-166674,2013,2013-04-02,2013-04-04,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021.00,East,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,35.12,4.00,0.00,9.13,26.00,2.00
454,CA-2014-147277,2014,2014-10-21,2014-10-25,Standard Class,EB-13705,Ed Braxton,Corporate,United States,Akron,Ohio,44312.00,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,284.36,2.00,0.40,-75.83,-26.67,4.00
455,CA-2014-147277,2014,2014-10-21,2014-10-25,Standard Class,EB-13705,Ed Braxton,Corporate,United States,Akron,Ohio,44312.00,East,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,665.41,2.00,0.20,66.54,10.00,4.00
456,CA-2013-100153,2013,2013-12-14,2013-12-18,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Norman,Oklahoma,73071.00,Central,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,63.88,4.00,0.00,24.91,39.00,4.00
457,US-2011-110674,2011,2011-02-13,2011-02-19,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Concord,California,94521.00,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",129.57,2.00,0.20,-24.29,-18.75,6.00
458,US-2013-157945,2013,2013-09-27,2013-10-02,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Decatur,Illinois,62521.00,Central,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,747.56,3.00,0.30,-96.11,-12.86,5.00
459,US-2013-157945,2013,2013-09-27,2013-10-02,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Decatur,Illinois,62521.00,Central,OFF-EN-10001415,Office Supplies,Envelopes,Staples,8.93,2.00,0.20,3.35,37.50,5.00
460,CA-2012-109638,2012,2012-12-15,2012-12-22,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115.00,West,OFF-AP-10002472,Office Supplies,Appliances,3M Office Air Cleaner,103.92,4.00,0.00,36.37,35.00,7.00
461,CA-2012-109638,2012,2012-12-15,2012-12-22,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115.00,West,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,899.91,9.00,0.00,377.96,42.00,7.00
462,CA-2012-109638,2012,2012-12-15,2012-12-22,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115.00,West,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,51.31,3.00,0.20,18.60,36.25,7.00
463,CA-2013-109869,2013,2013-04-23,2013-04-30,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023.00,West,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,23.56,5.00,0.20,7.07,30.00,7.00
464,CA-2013-109869,2013,2013-04-23,2013-04-30,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023.00,West,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1272.63,6.00,0.50,-814.48,-64.00,7.00
465,CA-2013-109869,2013,2013-04-23,2013-04-30,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023.00,West,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,28.49,5.00,0.70,-20.89,-73.33,7.00
466,CA-2013-109869,2013,2013-04-23,2013-04-30,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023.00,West,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,185.38,2.00,0.20,-34.76,-18.75,7.00
467,CA-2013-109869,2013,2013-04-23,2013-04-30,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023.00,West,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78.27,2.00,0.20,5.87,7.50,7.00
468,US-2012-101399,2012,2012-01-17,2012-01-24,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Park Ridge,Illinois,60068.00,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.74,7.00,0.60,-312.06,-122.50,7.00
469,CA-2014-154907,2014,2014-04-01,2014-04-05,Standard Class,DS-13180,David Smith,Corporate,United States,Amarillo,Texas,79109.00,Central,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,205.33,2.00,0.32,-36.24,-17.65,4.00
470,US-2013-100419,2013,2013-12-17,2013-12-21,Second Class,CC-12670,Craig Carreira,Consumer,United States,Chicago,Illinois,60610.00,Central,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,4.79,3.00,0.80,-7.90,-165.00,4.00
471,CA-2012-154144,2012,2012-12-20,2012-12-24,Standard Class,MH-17785,Maya Herman,Corporate,United States,Lindenhurst,New York,11757.00,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,1.00,0.00,26.63,48.00,4.00
472,CA-2011-144666,2011,2011-11-09,2011-11-11,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110.00,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,340.92,3.00,0.00,3.41,1.00,2.00
473,CA-2011-144666,2011,2011-11-09,2011-11-11,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110.00,West,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",222.67,2.00,0.15,10.48,4.71,2.00
474,CA-2011-144666,2011,2011-11-09,2011-11-11,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110.00,West,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,703.97,4.00,0.20,88.00,12.50,2.00
475,CA-2011-144666,2011,2011-11-09,2011-11-11,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110.00,West,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",92.52,6.00,0.00,24.98,27.00,2.00
476,CA-2011-144666,2011,2011-11-09,2011-11-11,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110.00,West,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",62.65,7.00,0.00,28.82,46.00,2.00
477,CA-2011-144666,2011,2011-11-09,2011-11-11,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,94110.00,West,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,94.85,5.00,0.00,45.53,48.00,2.00
478,CA-2013-103891,2013,2013-07-13,2013-07-20,Standard Class,KH-16690,Kristen Hastings,Corporate,United States,Los Angeles,California,90008.00,West,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,95.76,6.00,0.20,7.18,7.50,7.00
479,CA-2013-152632,2013,2013-10-28,2013-11-03,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,Troy,New York,12180.00,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,40.20,3.00,0.00,19.30,48.00,6.00
480,CA-2013-100790,2013,2013-06-27,2013-07-03,Standard Class,JG-15805,John Grady,Corporate,United States,New York City,New York,10024.00,East,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,14.70,5.00,0.00,6.62,45.00,6.00
481,CA-2013-100790,2013,2013-06-27,2013-07-03,Standard Class,JG-15805,John Grady,Corporate,United States,New York City,New York,10024.00,East,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25,5.00,0.00,84.51,12.00,6.00
482,CA-2011-134677,2011,2011-10-06,2011-10-10,Standard Class,XP-21865,Xylona Preis,Consumer,United States,San Diego,California,92024.00,West,TEC-AC-10001445,Technology,Accessories,ImationÃÂ USB 2.0 SwivelÃÂ Flash DriveÃÂ USBÃÂ flash driveÃÂ - 4 GB - Pink,9.09,3.00,0.00,1.91,21.00,4.00
483,CA-2011-127691,2011,2011-07-22,2011-07-27,Standard Class,EM-14065,Erin Mull,Consumer,United States,New York City,New York,10024.00,East,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5.96,2.00,0.00,1.67,28.00,5.00
484,CA-2011-127691,2011,2011-07-22,2011-07-27,Standard Class,EM-14065,Erin Mull,Consumer,United States,New York City,New York,10024.00,East,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,159.98,2.00,0.00,57.59,36.00,5.00
485,CA-2014-140963,2014,2014-06-11,2014-06-14,First Class,MT-18070,Michelle Tran,Home Office,United States,Los Angeles,California,90045.00,West,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,29.60,2.00,0.00,14.80,50.00,3.00
486,CA-2014-140963,2014,2014-06-11,2014-06-14,First Class,MT-18070,Michelle Tran,Home Office,United States,Los Angeles,California,90045.00,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,514.17,5.00,0.15,-30.25,-5.88,3.00
487,CA-2014-140963,2014,2014-06-11,2014-06-14,First Class,MT-18070,Michelle Tran,Home Office,United States,Los Angeles,California,90045.00,West,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,279.96,5.00,0.20,17.50,6.25,3.00
488,CA-2011-154627,2011,2011-10-29,2011-10-31,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Chicago,Illinois,60610.00,Central,TEC-PH-10001363,Technology,Phones,Apple iPhone 5S,2735.95,6.00,0.20,341.99,12.50,2.00
489,CA-2011-133753,2011,2011-06-09,2011-06-13,Second Class,CW-11905,Carl Weiss,Home Office,United States,Huntsville,Texas,77340.00,Central,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,7.99,1.00,0.20,0.60,7.50,4.00
490,CA-2011-133753,2011,2011-06-09,2011-06-13,Second Class,CW-11905,Carl Weiss,Home Office,United States,Huntsville,Texas,77340.00,Central,TEC-AC-10000303,Technology,Accessories,Logitech M510 Wireless Mouse,63.98,2.00,0.20,10.40,16.25,4.00
491,CA-2011-133753,2011,2011-06-09,2011-06-13,Second Class,CW-11905,Carl Weiss,Home Office,United States,Huntsville,Texas,77340.00,Central,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,70.37,2.00,0.20,6.16,8.75,4.00
492,CA-2011-113362,2011,2011-09-14,2011-09-19,Standard Class,AJ-10960,Astrea Jones,Consumer,United States,Rochester,New York,14609.00,East,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449.15,5.00,0.00,8.98,2.00,5.00
493,CA-2011-113362,2011,2011-09-14,2011-09-19,Standard Class,AJ-10960,Astrea Jones,Consumer,United States,Rochester,New York,14609.00,East,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,11.07,3.00,0.00,5.09,46.00,5.00
494,CA-2013-169166,2013,2013-05-10,2013-05-15,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,Seattle,Washington,98115.00,West,TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,93.98,2.00,0.00,13.16,14.00,5.00
495,US-2013-120929,2013,2013-03-19,2013-03-22,Second Class,RO-19780,Rose O'Brian,Consumer,United States,Memphis,Tennessee,38109.00,South,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,189.88,3.00,0.40,-94.94,-50.00,3.00
496,CA-2012-134782,2012,2012-12-27,2012-12-31,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Fayetteville,Arkansas,72701.00,South,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",105.42,2.00,0.00,51.66,49.00,4.00
497,CA-2013-126158,2013,2013-07-26,2013-08-01,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Costa Mesa,California,92627.00,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,119.62,8.00,0.20,40.37,33.75,6.00
498,CA-2013-126158,2013,2013-07-26,2013-08-01,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Costa Mesa,California,92627.00,West,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",255.76,4.00,0.00,81.84,32.00,6.00
499,CA-2013-126158,2013,2013-07-26,2013-08-01,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Costa Mesa,California,92627.00,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.57,2.00,0.20,18.12,7.50,6.00
500,CA-2013-126158,2013,2013-07-26,2013-08-01,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Costa Mesa,California,92627.00,West,FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,69.30,9.00,0.00,22.87,33.00,6.00
501,US-2013-105578,2013,2013-05-31,2013-06-05,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134.00,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,22.62,2.00,0.70,-15.08,-66.67,5.00
502,US-2013-105578,2013,2013-05-31,2013-06-05,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134.00,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,14.95,2.00,0.70,-11.96,-80.00,5.00
503,US-2013-105578,2013,2013-05-31,2013-06-05,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134.00,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.57,2.00,0.20,50.10,6.25,5.00
504,US-2013-105578,2013,2013-05-31,2013-06-05,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134.00,West,OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,2.38,3.00,0.70,-1.90,-80.00,5.00
505,US-2013-105578,2013,2013-05-31,2013-06-05,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134.00,West,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",32.79,1.00,0.20,11.89,36.25,5.00
506,CA-2014-134978,2014,2014-11-13,2014-11-16,Second Class,EB-13705,Ed Braxton,Corporate,United States,New York City,New York,10024.00,East,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,5.00,0.20,5.37,33.75,3.00
507,CA-2012-145352,2012,2012-03-16,2012-03-22,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318.00,South,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,2.74,1.00,0.00,0.74,27.00,6.00
508,CA-2012-145352,2012,2012-03-16,2012-03-22,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318.00,South,OFF-AR-10003856,Office Supplies,Art,Newell 344,8.34,3.00,0.00,2.17,26.00,6.00
509,CA-2012-145352,2012,2012-03-16,2012-03-22,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318.00,South,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,46.74,3.00,0.00,11.69,25.00,6.00
510,CA-2012-145352,2012,2012-03-16,2012-03-22,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318.00,South,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,6354.95,5.00,0.00,3177.48,50.00,6.00
511,CA-2014-135307,2014,2014-11-27,2014-11-28,First Class,LS-17245,Lynn Smith,Consumer,United States,Gladstone,Missouri,64118.00,Central,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,126.30,3.00,0.00,40.42,32.00,1.00
512,CA-2014-135307,2014,2014-11-27,2014-11-28,First Class,LS-17245,Lynn Smith,Consumer,United States,Gladstone,Missouri,64118.00,Central,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,38.04,2.00,0.00,12.17,32.00,1.00
513,CA-2013-106341,2013,2013-10-21,2013-10-24,First Class,LF-17185,Luke Foster,Consumer,United States,Newark,Ohio,43055.00,East,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",7.15,3.00,0.20,0.72,10.00,3.00
514,CA-2014-163405,2014,2014-12-22,2014-12-26,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Los Angeles,California,90049.00,West,OFF-AR-10003811,Office Supplies,Art,Newell 327,6.63,3.00,0.00,1.79,27.00,4.00
515,CA-2014-163405,2014,2014-12-22,2014-12-26,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Los Angeles,California,90049.00,West,OFF-AR-10001246,Office Supplies,Art,Newell 317,5.88,2.00,0.00,1.71,29.00,4.00
516,CA-2014-127432,2014,2014-01-23,2014-01-28,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405.00,West,TEC-CO-10003236,Technology,Copiers,Canon Image Class D660 Copier,2999.95,5.00,0.00,1379.98,46.00,5.00
517,CA-2014-127432,2014,2014-01-23,2014-01-28,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405.00,West,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,51.45,3.00,0.00,13.89,27.00,5.00
518,CA-2014-127432,2014,2014-01-23,2014-01-28,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405.00,West,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),11.96,2.00,0.00,5.38,45.00,5.00
519,CA-2014-127432,2014,2014-01-23,2014-01-28,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405.00,West,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1126.02,3.00,0.00,56.30,5.00,5.00
520,CA-2012-157812,2012,2012-03-22,2012-03-26,Standard Class,DB-13210,Dean Braden,Consumer,United States,Houston,Texas,77041.00,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",18.39,1.00,0.20,5.29,28.75,4.00
521,CA-2012-157812,2012,2012-03-22,2012-03-26,Standard Class,DB-13210,Dean Braden,Consumer,United States,Houston,Texas,77041.00,Central,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,129.57,2.00,0.20,-25.91,-20.00,4.00
522,CA-2012-157812,2012,2012-03-22,2012-03-26,Standard Class,DB-13210,Dean Braden,Consumer,United States,Houston,Texas,77041.00,Central,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,14.11,9.00,0.80,-21.17,-150.00,4.00
523,CA-2014-145142,2014,2014-01-24,2014-01-26,First Class,MC-17605,Matt Connell,Corporate,United States,Detroit,Michigan,48234.00,Central,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,210.98,2.00,0.00,21.10,10.00,2.00
524,US-2013-139486,2013,2013-05-22,2013-05-24,First Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90032.00,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,55.18,3.00,0.20,-12.41,-22.50,2.00
525,US-2013-139486,2013,2013-05-22,2013-05-24,First Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90032.00,West,TEC-AC-10003832,Technology,Accessories,ImationÃÂ 16GB Mini TravelDrive USB 2.0ÃÂ Flash Drive,66.26,2.00,0.00,27.17,41.00,2.00
526,CA-2012-158792,2012,2012-12-26,2013-01-02,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Lawrence,Massachusetts,1841.00,East,OFF-FA-10002815,Office Supplies,Fasteners,Staples,22.20,5.00,0.00,10.43,47.00,7.00
527,CA-2014-113558,2014,2014-10-22,2014-10-27,Standard Class,PH-18790,Patricia Hirasaki,Home Office,United States,Lakeland,Florida,33801.00,South,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,683.95,3.00,0.20,42.75,6.25,5.00
528,CA-2014-113558,2014,2014-10-22,2014-10-27,Standard Class,PH-18790,Patricia Hirasaki,Home Office,United States,Lakeland,Florida,33801.00,South,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.70,3.00,0.20,5.14,11.25,5.00
529,US-2012-138303,2012,2012-09-03,2012-09-07,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134.00,East,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,36.34,3.00,0.20,-7.27,-20.00,4.00
530,US-2012-138303,2012,2012-09-03,2012-09-07,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134.00,East,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,666.25,1.00,0.20,-149.91,-22.50,4.00
531,US-2012-138303,2012,2012-09-03,2012-09-07,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134.00,East,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",52.51,6.00,0.20,19.69,37.50,4.00
532,CA-2012-102848,2012,2012-11-07,2012-11-09,Second Class,KB-16240,Karen Bern,Corporate,United States,Los Angeles,California,90036.00,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,190.72,1.00,0.20,11.92,6.25,2.00
533,US-2014-129441,2014,2014-09-08,2014-09-12,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,Los Angeles,California,90032.00,West,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,47.94,3.00,0.00,2.40,5.00,4.00
534,CA-2013-168753,2013,2013-05-30,2013-06-02,Second Class,RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,36116.00,South,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,979.95,5.00,0.00,274.39,28.00,3.00
535,CA-2013-168753,2013,2013-05-30,2013-06-02,Second Class,RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,36116.00,South,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,22.75,5.00,0.00,11.38,50.00,3.00
536,CA-2013-126613,2013,2013-07-11,2013-07-17,Standard Class,AA-10375,Allen Armold,Consumer,United States,Mesa,Arizona,85204.00,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,16.77,2.00,0.20,1.47,8.75,6.00
537,US-2014-122637,2014,2014-09-04,2014-09-09,Second Class,EP-13915,Emily Phan,Consumer,United States,Chicago,Illinois,60653.00,Central,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",42.62,7.00,0.80,-68.19,-160.00,5.00
538,CA-2012-147851,2012,2012-12-03,2012-12-08,Standard Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10009.00,East,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,10.75,4.00,0.20,3.36,31.25,5.00
539,CA-2012-134894,2012,2012-12-07,2012-12-11,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Henderson,Kentucky,42420.00,South,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,152.94,3.00,0.00,41.29,27.00,4.00
540,CA-2012-134894,2012,2012-12-07,2012-12-11,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Henderson,Kentucky,42420.00,South,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92,4.00,0.00,70.98,25.00,4.00
541,CA-2011-140795,2011,2011-02-02,2011-02-04,First Class,BD-11500,Bradley Drucker,Consumer,United States,Green Bay,Wisconsin,54302.00,Central,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,468.90,6.00,0.00,206.32,44.00,2.00
542,CA-2013-136924,2013,2013-07-15,2013-07-18,First Class,ES-14080,Erin Smith,Corporate,United States,Tucson,Arizona,85705.00,West,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,380.86,8.00,0.20,38.09,10.00,3.00
